206480 15.6295 14.2973 17.1484 19.7145 0.461829 1.55774 66.7896
206490 15.5809 14.2973 17.1669 19.764 0.491476 1.58349 66.8091
206500 15.5517 14.2708 17.1855 19.7937 0.496739 1.60698 66.8018
206510 15.5517 14.2708 17.1855 19.7937 0.496739 1.60698 66.8018
206520 15.4254 14.1652 17.2133 19.9324 0.546521 1.69813 66.7363
206531 15.4157 14.1388 17.2875 20.0017 0.537583 1.73572 66.8437
206574 15.4448 14.1036 17.204 19.9225 0.516391 1.70487 66.6749
206580 15.5615 14.1916 17.1577 19.9225 0.521812 1.64449 66.8332
206603 15.4448 14.2004 17.2226 19.972 0.562924 1.69421 66.8399
206613 15.4157 14.0772 17.3617 20.0117 0.490326 1.76783 66.8662
206629 15.3573 14.0772 17.4637 20.081 0.499073 1.81628 66.9792
206639 15.3573 14.0772 17.4637 20.081 0.499073 1.81628 66.9792
206649 15.299 13.8923 17.5565 20.1008 0.425443 1.89966 66.8486
206659 15.3087 13.8131 17.5472 20.0414 0.374189 1.90377 66.7104
206681 15.2796 13.7778 17.6492 20.0017 0.318843 1.93233 66.7084
206704 15.3379 13.725 17.677 19.8333 0.204062 1.90334 66.5733
206714 15.3379 13.593 17.8161 19.8333 0.102222 1.96423 66.5803
206730 15.3962 13.5049 17.9738 19.8432 -0.00819862 2.00453 66.7182
206742 15.3573 13.3553 18.1964 19.7937 -0.151712 2.08631 66.7027
206751 15.3573 13.3553 18.1964 19.7937 -0.151712 2.08631 66.7027
206761 15.4254 13.276 18.3355 19.7838 -0.262299 2.11414 66.8207
206771 15.4254 13.276 18.3355 19.7838 -0.262299 2.11414 66.8207
206788 15.4448 13.1968 18.5396 19.7442 -0.389767 2.16109 66.9253
206790 15.5517 13.1264 18.6972 19.5361 -0.59275 2.14206 66.9115
206800 15.5517 13.1264 18.6972 19.5361 -0.59275 2.14206 66.9115
206810 15.6101 13.1704 18.8642 19.3479 -0.72991 2.11179 66.9925
206820 15.6684 13.0031 19.0125 19.2786 -0.895749 2.15485 66.9626
206830 15.6684 13.0031 19.0125 19.2786 -0.895749 2.15485 66.9626
206840 15.7364 12.8887 19.1795 19.229 -1.04359 2.18922 67.0336
206865 15.7267 12.8446 19.3001 19.1894 -1.11568 2.21846 67.0608
206875 15.6295 12.7478 19.4021 19.0012 -1.22888 2.25199 66.7805
206891 15.6975 12.7918 19.467 18.9021 -1.29775 2.21656 66.8585
206901 15.8045 12.7654 19.4948 18.7337 -1.42226 2.16891 66.7984
206911 15.8045 12.7654 19.4948 18.7337 -1.42226 2.16891 66.7984
206935 15.8433 12.8006 19.3928 18.704 -1.39778 2.12452 66.7407
206941 15.8531 12.7654 19.365 18.704 -1.40531 2.1257 66.6874
206951 15.8045 12.8534 19.3835 18.7634 -1.33641 2.13061 66.8048
206961 15.8045 12.8534 19.3835 18.7634 -1.33641 2.13061 66.8048
206971 15.8239 12.8446 19.2908 18.8228 -1.29046 2.12147 66.7822
206981 15.7364 12.9503 19.3186 18.8823 -1.20443 2.13362 66.8876
206991 15.7364 12.9503 19.3186 18.8823 -1.20443 2.13362 66.8876
207003 15.7753 13.0647 19.3279 18.9219 -1.16133 2.10384 67.0898
207019 15.7753 13.0647 19.3279 18.9219 -1.16133 2.10384 67.0898
207021 15.7267 13.1528 19.2259 18.9615 -1.05799 2.08179 67.0669
207031 15.6003 13.1352 19.1238 19.0606 -0.944565 2.11797 66.92
207048 15.6003 13.1352 19.1238 19.0606 -0.944565 2.11797 66.92
207053 15.6295 13.1792 19.0682 19.0111 -0.937179 2.07898 66.8879
207068 15.4837 13.1528 19.0125 19.1498 -0.821017 2.13907 66.7988
207078 15.4837 13.1528 19.0125 19.1498 -0.821017 2.13907 66.7988
207088 15.5129 13.0999 19.0682 19.1696 -0.864439 2.15966 66.8506
207098 15.5129 13.0999 19.0682 19.1696 -0.864439 2.15966 66.8506
207108 15.4545 13.2056 18.9662 19.2885 -0.719818 2.15076 66.9148
207118 15.5031 13.2936 18.7714 19.1993 -0.667103 2.06102 66.7675
207134 15.4545 13.3553 18.4839 19.2488 -0.501318 2.01141 66.5425
207144 15.474 13.4961 18.4004 19.3677 -0.378564 1.97744 66.7383
207156 15.474 13.4961 18.4004 19.3677 -0.378564 1.97744 66.7383
207166 15.4157 13.5049 18.1686 19.5659 -0.192586 1.98346 66.655
207176 15.4157 13.5049 18.1686 19.5659 -0.192586 1.98346 66.655
207186 15.3087 13.5842 18.0109 19.6847 -0.0190631 1.98294 66.5885
207196 15.2213 13.637 17.844 19.9324 0.18914 2.00754 66.6346
207219 15.0852 13.8483 17.6028 20.1206 0.480396 1.97804 66.6569
207229 15.0852 14.0067 17.3803 20.2692 0.678185 1.92329 66.7414
207245 14.9588 14.1388 17.1391 20.4575 0.936472 1.91147 66.6942
207268 14.8811 14.2444 17.0371 20.5962 1.09439 1.9116 66.7588
207278 14.9005 14.2708 16.8328 20.6457 1.19402 1.86957 66.6498
207303 14.9005 14.2708 16.8328 20.6457 1.19402 1.86957 66.6498
207309 14.8519 14.3677 16.3979 20.9825 1.53917 1.83803 66.6001
207319 14.8519 14.3677 16.3979 20.9825 1.53917 1.83803 66.6001
207329 14.7547 14.4909 16.2474 21.1608 1.74395 1.83694 66.6539
207339 14.7547 14.4909 16.2474 21.1608 1.74395 1.83694 66.6539
207349 14.677 14.5438 16.0384 21.3293 1.93641 1.83521 66.5883
207359 14.57 14.6846 15.821 21.5175 2.18157 1.82086 66.5931
207369 14.57 14.6846 15.821 21.5175 2.18157 1.82086 66.5931
207379 14.57 14.7903 15.6203 21.6166 2.33362 1.77406 66.5971
207389 14.4437 14.9575 15.3443 21.8741 2.64324 1.76012 66.6197
207405 14.4242 15.116 15.0935 22.1713 2.90757 1.73442 66.805
207425 14.2201 15.204 14.8426 22.3794 3.19624 1.75505 66.6461
207435 14.1521 15.3009 14.5499 22.6667 3.47442 1.74674 66.6696
207456 14.1326 15.5386 14.3074 22.8846 3.73266 1.68721 66.8633
207479 14.1424 15.6794 13.9897 23.0828 3.97275 1.62584 66.8942
207489 14.0354 15.8467 13.6217 23.4196 4.33671 1.60463 66.9235
207499 14.0354 15.8467 13.6217 23.4196 4.33671 1.60463 66.9235
207509 13.8605 16.0668 13.2705 23.796 4.75111 1.59849 66.9939
207519 13.5786 16.2869 12.8859 24.1527 5.22206 1.60821 66.9041
207541 13.3453 16.5158 12.5765 24.5192 5.64289 1.62073 66.9568
207558 13.1509 16.7183 12.2922 24.8362 6.01193 1.62525 66.9977
207568 12.9565 17.0487 11.8741 25.2622 6.50876 1.59313 67.1416
207578 12.9565 17.0487 11.8741 25.2622 6.50876 1.59313 67.1416
207589 12.7038 17.4289 11.4894 25.6189 7.01005 1.5561 67.241
207599 12.5289 17.7993 11.0462 26.0449 7.51605 1.50467 67.4193
207609 12.5289 17.7993 11.0462 26.0449 7.51605 1.50467 67.4193
207619 12.1304 18.238 10.6114 26.4213 8.12951 1.48316 67.4011
207629 12.1304 18.238 10.6114 26.4213 8.12951 1.48316 67.4011
207639 11.7902 18.7351 10.1849 26.7681 8.7169 1.42885 67.4783
207670 11.3625 19.047 9.77521 26.9266 9.25176 1.40638 67.1113
207676 10.8765 19.3005 9.40728 27.0851 9.78777 1.42091 66.6693
207678 10.4683 19.5052 9.30694 27.3228 10.1545 1.49911 66.6032
207688 10.4683 19.5052 9.30694 27.3228 10.1545 1.49911 66.6032
207698 10.0795 19.8171 9.18151 27.5408 10.5439 1.53689 66.6189
207708 10.0795 19.8171 9.18151 27.5408 10.5439 1.53689 66.6189
207719 9.67124 20.0413 9.06444 28.0559 10.9832 1.66262 66.8329
207728 9.36993 20.4312 8.93064 28.5117 11.3923 1.70452 67.2434
207750 9.03945 20.6749 8.72996 28.9575 11.8183 1.77438 67.4017
207760 8.66038 20.8211 8.52927 29.4132 12.2526 1.88233 67.4239
207770 8.66038 20.8211 8.52927 29.4132 12.2526 1.88233 67.4239
207780 8.34934 21.1428 8.39547 29.7203 12.6162 1.91331 67.6079
207803 8.05775 21.5034 8.15298 29.7599 12.9874 1.85664 67.4741
207813 7.74671 21.8836 7.91048 29.859 13.3848 1.81139 67.3998
207829 7.57176 22.254 7.69306 30.0373 13.7021 1.75512 67.5561
207839 7.251 22.6537 7.58436 30.3246 14.0617 1.7705 67.8136
207849 7.251 22.6537 7.58436 30.3246 14.0617 1.7705 67.8136
207859 7.03716 22.9948 7.4422 30.5524 14.3576 1.75578 68.0267
207881 6.62893 23.1508 7.29169 30.7605 14.7389 1.82933 67.8319
207891 6.24986 23.0923 7.13281 30.8397 15.0596 1.92314 67.3147
207909 6.0263 23.2288 6.96557 30.7506 15.3004 1.89508 66.9712
207931 5.90966 23.4237 6.79833 30.5723 15.4743 1.80735 66.704
207941 5.8319 23.6187 6.75652 30.4237 15.5536 1.74009 66.6308
207964 5.86106 23.7844 6.68126 30.2453 15.5799 1.64058 66.5721
207974 6.0263 23.9696 6.61436 30.0274 15.5154 1.49597 66.6377
207990 6.10406 24.0866 6.61436 29.8193 15.4551 1.40558 66.6244
208014 6.24014 24.262 6.76488 29.9382 15.3244 1.38403 67.2053
208038 6.42481 24.7104 6.80669 29.9878 15.2609 1.24964 67.9297
208044 6.47341 25.1686 6.73979 29.7302 15.3004 1.06325 68.112
208054 6.46369 25.6657 6.63945 29.2646 15.3701 0.832229 68.0334
208070 6.54145 26.1336 6.46385 28.8683 15.4383 0.586061 68.0072
208093 6.59977 26.3578 6.34678 28.4423 15.4449 0.405521 67.7467
208103 6.70669 26.66 6.16281 28.0064 15.4721 0.178252 67.5359
208113 6.70669 26.66 6.16281 28.0064 15.4721 0.178252 67.5359
208123 6.66781 26.8354 6.02066 27.521 15.5373 0.00858843 67.0449
208133 6.76501 27.0401 5.93704 27.2733 15.523 -0.133132 67.0155
208143 6.76501 27.0401 5.93704 27.2733 15.523 -0.133132 67.0155
208154 6.85249 27.3131 5.92031 27.2436 15.5147 -0.223154 67.3295
208164 6.85249 27.3131 5.92031 27.2436 15.5147 -0.223154 67.3295
208174 6.80389 27.7322 5.87014 27.303 15.6408 -0.301939 67.7093
208184 6.79417 27.9662 5.76144 27.1643 15.7251 -0.40656 67.6861
208206 6.70669 28.2489 5.62764 27.0653 15.8835 -0.501703 67.6485
208212 6.56089 28.4633 5.47713 27.0554 16.0904 -0.553248 67.5567
208233 6.50257 28.59 5.43532 27.204 16.1874 -0.543316 67.7319
208243 6.50257 28.59 5.43532 27.204 16.1874 -0.543316 67.7319
208253 6.35678 28.8142 5.32661 27.1643 16.3664 -0.594141 67.6619
208263 6.2693 28.8825 5.2848 27.2535 16.4654 -0.579137 67.69
208273 6.2693 28.8825 5.2848 27.2535 16.4654 -0.579137 67.69
208283 6.1721 28.9214 5.22627 27.3823 16.582 -0.550573 67.7021
208293 6.1721 28.9214 5.22627 27.3823 16.582 -0.550573 67.7021
208303 6.1235 28.9507 5.27644 27.4913 16.5982 -0.509972 67.8419
208315 6.15266 29.0579 5.16773 27.4516 16.6553 -0.573024 67.8299
208331 6.2207 29.2431 5.09247 27.1346 16.6435 -0.717243 67.6909
